nama_perusahaan,jenis_badan_usaha,provinsi,nib,npwp,telepon,email,alamat,jumlah_izin,jumlah_izin_nikel,jumlah_izin_lainnya,status_iup,komoditas,golongan,lokasi_izin,total_luas_ha,nilai_investasi_usd_juta,nilai_investasi_idr_miliar,tahun_investasi,kapasitas_produksi_ton_tahun,jenis_kapasitas,status_operasional,sumber_data_investasi,sumber_data_kapasitas,catatan
PRIMA LESTARI SEJAHTERA GEMILANG,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120203800226,76540750*******,081245924788___,,Jalan Jati Super No. 9.,1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. DONGGALA,19.35,,,,,,,,,
PRIMA MINERAL ABADI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120301201148,83648861*******,,,,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI,495.35,,,,,,,,,
PRIMA MOROWALI SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0224010211309,096598926*******,085341500815___,,"Jl. Y. Wayong Perumahan Graha Wika Furi Indah Blok D No 1, Ruko Warkop Ana Wonua",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI,164.45,,,,,,,,,
PRIMA TAMBANG SEMESTA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0607230331362,39507154*******,,,-,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. BANGGAI KEPULAUAN,199.00,,,,,,,,,
PT AAL RIZKI TADANGPALIE,"Badan Hukum (selain PT, Yayasan dan Koperasi)",Sulawesi Tengah,0220004252809,02794178*******,0811985400,feresiahaan@gmail.com,"CEO Building 12th Fl., Jl. TB Simatupang No 18C, ",1,0,1,LEGAL,Besi,Mineral Logam,KAB. DONGGALA,5248.00,,,,,,,,,
PUTERA SIUNA PERKASA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2302220077463,63268745*******,082244881884___,,"Jalan Trans Desa Siuna, Desa/Kelurahan Siuna, Kec. Pagimana, Kab.
Banggai, Provinsi Sulawesi Tengah",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. BANGGAI,52.00,,,,,,,,,
PUTRA ELAN BALINDO,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120006952465,002794242*******,,,Jl. Malonda KM 11,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KOTA PALU,17.86,,,,,,,,,
PUTRA LABUAN SULAWESI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120206190898,082403768*******,085959678067___,,JL. TARAGENGGE NO 268,1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),,KAB. DONGGALA,10.00,,,,,,,,,
PUTRA SEJAHTERA MEMBANGUN,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2511220063256,61876755*******,081230054818___,,DESA EMEA,1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. MOROWALI,87.00,,,,,,,,,
RAHMAH CIPTA KHATULISTIWA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,8120317122926,072797651*******,085333299515___,,"JL Wisata No 24 Tanjung karang, kel labuan bajo, kec banawa, kab donggala, prov sulawesi Tengah",1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. DONGGALA,10.00,,,,,,,,,
REKAYASA BUMI MOROWALI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120206951332,92809845*******,6281355581691__,,Jl. Jati Jaya No A/6 Kel. Tavanjuka Kec. Tatanga Kota Palu Sulawesi Tengah,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI UTARA,34.60,,,,,,,,,
REZKY UTAMA JAYA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0224010181714,96502446*******,081366131373___,,"Desa Unsongi, Kel. Unsongi, Kec. Bungku Timur, Kab. Morowali,
Prov. Sulawesi Tengah",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI,190.00,,,,,,,,,
RISGUN PERKASA ABADI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0220003241738,002218541*******,,,,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KOTA PALU,21.97,,,,,,,,,
SAMUDRA LIMESTONE ABADI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1402230064537,61268927*******,087737718200___,,"Infiniti Office, MTH Square GF, A4 A Jl. Letjen MT Haryono Kav. 10 Kelurahan Bidara Cina Kecamatan Jatinegara Kota Adm. Jakarta Timur Provinsi DKI Jakarta",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI,99.30,,,,,,,,,
SANDY KARYA MOROWALI,Perusahaan Komanditer (CV),Sulawesi Tengah,0220007300764,94476295*******,082292421108___,,Jln Saptamarga Kelurahan Botu Kecamatan Dumbo Raya Kota Gorontalo Provinsi Gorontalo,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI,37.43,,,,,,,,,
SANTINA MAJU BERSAMA,Perusahaan Komanditer (CV),Sulawesi Tengah,9120216062412,093203414*******,08114561750____,,"JALAN DAYODARA BTN LAGARUTU CPI 1 BLOK T NOMOR 13, , Kota
Palu, Provinsi Sulawesi Tengah",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI UTARA,23.35,,,,,,,,,
SENTOSA SWADAYA TAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120008220416,071258713*******,02129364412____,,"KOMP. RUKO JL. KRAMAT JAYA RT. 002/014, KEL. TUGU UTARA, KEC. KOJA",1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. TOLI TOLI,164.06,,,,,,,,,
SENTRAL LABUAN TEGAR MANDIRI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,018112839831000,01811283*******,,,DESA LABUHAN,1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. DONGGALA,10.00,,,,,,,,,
SENTRAL SILIKA ABADI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2303220016949,63731136*******,0215153533_____,,"PLAZA ASIA LANTAI 6, JALAN JENDERAL SUDIRMAN KAV. 59,
Desa/Kelurahan Senayan, Kec. Kebayoran Baru, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta, Kode Pos: 12190",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI UTARA,37.05,,,,,,,,,
SILKAR NATIONAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120202641342,01305407*******,,,,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. PARIGI MOUTONG,9.31,,,,,,,,,
SINAR MESTIKA NUSANTARA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0220201370023,01760543*******,,,"KOMP. KEBAYORAN MALL NO.12A. JL. KYAI MAJA, JAKSEL",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI UTARA,95.50,,,,,,,,,
SINAR MUTIARA MEGALITHINDO,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120012190913,001734455*******,082191373588,sinarmutiara966@gmail.com,"JL. PALU - DONGGALA KM. 14, LOLI OGE",1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. DONGGALA,10.00,,,,,,,,,
SOIL EXCAVATION,Perusahaan Komanditer (CV),Sulawesi Tengah,8120010281832,84668481*******,085340041485___,soilexcavation@yahoo.com,"JLN. YOS SUDARSO, KEL. KOROLAKI, KEC. PETASIA, KAB. MOROWALI UTARA, PROV. SULAWESI TENGAH",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI UTARA,9.70,,,,,,,,,
SUKENA WALET,Perusahaan Komanditer (CV),Sulawesi Tengah,0911220358616,061646297*******,082292602905___,,"DUSUN II, DESA TOMPIRA KECAMATAN PETASIA TIMUR KABUPATEN MOROWALI UTARA PROVINSI SULAWESI TENGAH",1,0,1,LEGAL,Pasir,Batuan,KAB. MOROWALI UTARA,35.60,,,,,,,,,
SULAWESI UTAMA MANDIRI,Perusahaan Komanditer (CV),Sulawesi Tengah,0220007360366,03152349*******,081340048045___,,"Jl. Sedap Malam No.5 Kel. Besusu Tengah, Kec. Palu Timur, Kota Palu, Prov. Sulawesi Tengah",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI,109.68,,,,,,,,,
SUMBAR MAKMUR BATUAN,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1412220067946,062096329*******,08125382090____,,"JL. ARIF RAHMAN HAKIM NOMOR 48 RT 02 RW. SUNGAI PINANG LUAR, SAMARINDA KOTA SAMARINDA KALIMANTAN TIMUR",1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. DONGGALA,19.32,,,,,,,,,
SUMBER BATU NUSANTARA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1205220051937,65234154*******,082291164705___,,SUNGAI SADDANG,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI UTARA,51.96,,,,,,,,,
SUMBER BATUAN PRIMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,8120007921334,082622091*******,08125511886,ptsbp.palu@gmail.com,JALAN POROS PALU DONGGALA,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KOTA PALU,10.20,,,,,,,,,
SUMBER GLORI MAKMUR,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120008132644,086129761*******,0216124719_____,,"Ruko Mangga Dua Mall No. 20 Lt. 4 Jl. Mangga Dua Raya, Kel. Mangga Dua Selatan, Kec. Sawah Besar, Jakarta Pusat, DKI Jakarta",1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),,KAB. MOROWALI,18.23,,,,,,,,,
TAMA OTOLU METUTUAI,Perusahaan Komanditer (CV),Sulawesi Tengah,2604220016538,65184280*******,081242363790___,,DESA LANONA,1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. MOROWALI,49.20,,,,,,,,,
TAMBANG MAJU GLOBAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1810230028182,50745533*******,08114538256____,,jl yos sudarso,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KOTA PALU,10.04,,,,,,,,,
TENAGA RESOURCES,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120211240155,021009678*******,02122764332____,,"JL.CIPUTAT RAYA NO.26.PONDOK PINANG,KEBAYORAN
LAMA,JAKARTA SELATAN, Kel. , Kec. , Kota Adm. Jakarta
Selatan, Prop. DKI Jakarta",1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),,KAB. TOLI TOLI,16.73,,,,,,,,,
TERA LIMESTONE SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1210220081203,61298498*******,087737718200___,,"MENARA CAKRAWALA LT 12, UNIT 1205 A, JL MH THAMRIN NO. 9 KELURAHAN KEBON SIRIH KECAMATAN MENTENG KOTA ADM JAKARTA PUSAT PROVINSI DKI JAKARTA",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI,98.60,,,,,,,,,
TOHA BATU PALU,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120111040883,074024991*******,085299721152___,,"Jl. Malonda, Kel. Buluri, Kec Ulujadi Kota Palu, Sulawesi Tengah",1,0,1,LEGAL,Batuan,Batuan,KOTA PALU,28.58,,,,,,,,,
TOLI TOLI KARYA PERSADA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120412063016,092926882*******,0811810277_____,,"Jl. KH. Wahid Hasyim 1 No. 26, Kota Samarinda",1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. TOLI TOLI,49.00,,,,,,,,,
TOLI TOLI PERKASA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120313100873,093285464*******,021227647332___,,"Gedung Alamanda Tower Lt. 22 Kav 23-24 RT. 001 RW. 001 Jl. TB. Simatupang, Cilandak Barat, Cilandak, Jakarta Selatan",1,0,1,LEGAL,Batu Gunung Quarry Besar,,KAB. TOLI TOLI,49.29,,,,,,,,,
TOLITOLI ANUGERAH BERSAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0512230097423,099149986*******,,,-,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. TOLI TOLI,47.29,,,,,,,,,
TOMBAL JAYA SIRTU,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1269000420585,042044815*******,081190049423,info-tjs@tombaljayasirtu.co.id,JL. METEOROLOGI BLOK GARDENIA I NO. 4 PALU,1,0,1,LEGAL,Batu Gunung Quarry Besar,,KAB. BANGGAI,49.00,,,,,,,,,
TOMPE MINERAL MINING,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0902230044225,62195334*******,08114538256____,,jl. veteran no. 77,1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. DONGGALA,82.11,,,,,,,,,
TRI MEGA ADHIRAJASA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120019140072,093194914*******,08119401424____,ptbbtm@gmail.com,"KANTOR TAMAN E3.3 UNIT A5 JL. MEGA KUNINGAN LOT 8.6-8.7 KAWASAN MEGA KUNINGAN, KEL. KUNINGAN TIMUR, KEC. SETIABUDI, JAKARTA SELATAN",1,0,1,LEGAL,Batu Gunung Quarry Besar,,KAB. TOLI TOLI,172.09,,,,,,,,,
TRIO KENCANA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120006912696,002336790*******,,PT.TRIOKENCANA19@GMAIL.COM,"JALAN BANTENG NO.28 D, KEL. BIROBULI SELATAN, KEC PALU SELATAN",1,0,1,LEGAL,Emas,Mineral Logam,KAB. PARIGI MOUTONG,15725.00,,,,,,,,,
TUNAS KASIH ANDHIKABAKTI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1012210004825,02433380*******,,,,1,0,1,LEGAL,Molibdenum,,KAB. TOLI TOLI,600.00,,,,,,,,,
UTAMA SIRTU ABADI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120302832121,003293522*******,0451-4133488,,"Jln. Malonda Kel. Watusampu, Kec. Ulujadi Sulawesi Tengah",1,0,1,LEGAL,Batu Gunung Quarry Besar,,KOTA PALU,9.80,,,,,,,,,
VICTORY CEMERLANG LESTARI BERSAMA,Perusahaan Komanditer (CV),Sulawesi Tengah,0220001232409,94401626*******,085394234737___,,Jl. Palu Nagaya No. 412 RT. 001/RW.12 Kel.Tondo,1,0,1,LEGAL,Batuan,Batuan,KAB. DONGGALA,13.13,,,,,,,,,
WADI AL AINI MEMBANGUN,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120302971926,,,,,2,0,2,LEGAL,Batu Gunung Quarry Besar; Kerikil Berpasir Alami (Sirtu),Batuan,KAB. DONGGALA,34.12,,,,,,,,,
WAHYU NUSANTARA INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2610220002043,061457187*******,081244730108,wahyunusantaraindonesia@gmail.com,Jalan Dr. Moh. Hatta Nomor 55,1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. SIGI,20.00,,,,,,,,,
WAHYU RIZKY,Perusahaan Komanditer (CV),Sulawesi Tengah,1280001412306,73190291*******,08114518838____,,"Desa Mantawa, Kel. Mantawa, Kec. Toili Barat, Kab. Banggai,
Prov. Sulawesi Tengah",1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. BANGGAI,14.00,,,,,,,,,
WATU MERIBA JAYA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120009261424,03115893*******,,,"JL GUSTI NGURAH RAI NO 28, TAWANJUKA, PALU SELATAN, KOTA PALU, SULAWESI TENGAH",1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KOTA PALU,18.58,,,,,,,,,
WATU SINAI ABADI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120202840051,003152361*******,,,"JL. RAYA PALU-DONGGALA KM 10 RT 2 RW 4 BULURI, KOTA PALU",1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KOTA PALU,18.70,,,,,,,,,
WIKA MANUNGGAL PERKASA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0510210033833,43280683*******,082360330399___,,JALAN TRANS SULAWESI NOMOR 07 (RUKAN PMS PLAZA),1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. MOROWALI,51.65,,,,,,,,,
AKSAN RAYA PERKASA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1501230020876,75837244*******,0811408402_____,,JL. GUNUNG NIPA-NIPA NO. 11,1,0,1,LEGAL,Pasir Kuarsa,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,221.27,,,,,,,,,
ALAM MITRA MANDIRI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120103781621,002791570*******,02130003615,ptamm.asphalt@gmail.com,"JL. SURYOPRANOTO NO. 2, KOMPLEK HARMONI PLAZA BLOK B 42",1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,251.00,,,,,,,,,
ALESHA INTI BUMI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,3005220065979,065593261*******,0811400833_____,,"Jl. Malaka Kompleks Citraland Blok G1 Nomor 09, Kel. Andonohu, Kec. Poasia, Kota Kendari, Provinsi Sulawesi Tenggara",2,0,2,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,107.62,,,,,,,,,
ALEXANDRA INTI BUMI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,3005220066214,65593317*******,0811400833_____,,"JL. MALAKA KOMPLEKS CITRALAND BLOK G1 NOMOR 09, Kelurahan Andonohu, Kec. Poasia, Kota Kendari, Provinsi Sulawesi Tenggara",1,0,1,LEGAL,Pasir Kuarsa,Mineral Bukan Logam Jenis Tertentu,KAB. BOMBANA,86.91,,,,,,,,,
ANEKA BATUAN INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0403220019852,063394116*******,02129670591____,,"APL	Tower	Lantai	38	Unit	T5-T6, Jalan Letjen S. Parman, Kavling 28, Kelurahan Tanjung	Duren Selatan, Kec. Grogol Petamburan, Kota Adm. Jakarta	Barat, Provinsi DKI	Jakarta",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE UTARA,1226.09,,,,,,,,,
ANUGRAH ALAM BUANA INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1268000132595,002747362*******,,,JLN RAYA LIDAH WETAN NO 14-15 KEL LIDAH WETAN KEC LAKARSANTRI,1,0,1,LEGAL,Emas,Mineral Logam,KAB. BOMBANA,2000.00,,,,,,,,,
ARYOS MINERAL INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,null_17250,,82198980438,,"JL. Pierre tendean no 99 , Desa/Kelurahan Baruga, Kec. Baruga.
Kode Pos: 93116",1,0,1,LEGAL,,Mineral Logam,KOTA KENDARI,,,,,,,,,,
AYASKARA ALAM NUSANTARA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0403220027419,063383936*******,02129670591____,,"APL Tower Lantai	38, Unit T5-T6, Jalan Letjen S. Parman, Kavling 28, Kelurahan Tanjung Duren Selatan, Kec. Grogol Petamburan, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta.",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. MUNA,464.20,,,,,,,,,
BENTENG GUNUNG MAS,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,2704230066211,40689543*******,081287778899___,,"18 Office Park Building 21TH Floor Unit C, Jl Kebagusan, Pasar Minggu Kota Adm. Jakarta Selatan DKI Jakarta",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,15.75,,,,,,,,,
BHUMI MINERAL PRATAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,2710220085904,60364675*******,0216915525_____,,"Jl. Tiang Bendera V No 41-43 Roa Malaka, Tambora",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. BUTON,4837.80,,,,,,,,,
BINTANG DELAPAN RESOURCES,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,null_9668,02845890*******,021 4529001,,"Komplek Pertokoan Taman Meruya Blok M nomor 23, Desa/Kelurahan
Meruya Utara, Kec. Kembangan, Kota Adm. Jakarta Barat, Provinsi DKI
Jakarta,
Kode Pos: 11620",1,0,1,LEGAL,,Mineral Logam,KAB. KONAWE UTARA,,,,,,,,,,
BINTANG ENERGI MINERAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0220000731956,84629068*******,082283142182___,,Jln. Martandu Lorong Kharisma IV Kel. Kambu Kec. Kambu Kendari,1,0,1,LEGAL,Pasir Kuarsa,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,1031.10,,,,,,,,,
BINTANG MOROSI SEJAHTRA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120210211613,93670701*******,085242662927___,,Jl. Mayjend Katamso,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. KONAWE UTARA,33.20,,,,,,,,,
BINTANG ROHI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1246000322759,03340328*******,,bintang.rohi@gmail.com,Jl. Supu Yusuf No. 19 Komplek Plaza Kubra Kel. Korumba Kec. Mandonga Kota Kendari Prov. Sulawesi Tenggara,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MUNA,151.89,,,,,,,,,
BITUMEN ALAM INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120104771426,003324278*******,02130003615,,"Jl. Suryopranoto No. 2, Komplek Harmoni Plaza Blok B No. 42",1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,1751.00,,,,,,,,,
BUKIT GAMPING RESOURCES,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0609220132913,60842269*******,085298006362___,,"DESA GUNDU GUNDU,	Kec. Mawasangka Tengah",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. BUTON TENGAH,624.55,,,,,,,,,
BUMI ALAM SEMESTA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0302230060448,02930345*******,,,"JL. KAMBOJA UJUNG NO.15 RT.009, RW. 006 KEL. KOTA BUMBU UTARA, KEC. PALMERAH JAKARTA BARAT & JL. K.H. MAS MANSYUR KAV. 126 JAKARTA 10220",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. KONAWE UTARA,2000.00,,,,,,,,,
BUMI NIAGA LESTARI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120007701939,002189639*******,02130003615,ptbnl.asphalt@gmail.com,"JL. SURYOPRANOTO NO. 2, KOMPLEK HARMONI PLAZA BLOK B 42",1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,196.00,,,,,,,,,
BUMI NIAGA MANDIRI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1227005412225,42128087*******,085218818171___,,"DESA LALOWARU,  Kec. Lasolo, Kab. Konawe
Utara, Provinsi Sulawesi Tenggara,",1,0,1,LEGAL,Pasir,Batuan,KAB. KONAWE UTARA,5.00,,,,,,,,,
BUMINDO INTI CEMERLANG,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120009771221,071029497*******,,,WISMA BENHIL LT. DASAR BLOK C NO. 7 JL. JEND. SUDIRMAN KAV.36 JAKARTA PUSAT,1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,400.00,,,,,,,,,
BUNGA TAMBANG NUSANTARA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120104701529,002746095*******,0216319393,,"JL.SURYOPRANOTO II, KOMPLEK HARMONI PLAZA B NO.42 JAKARTA PUSAT",1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,2000.00,,,,,,,,,
CAHAYA ALAM NUSANTARA,Perusahaan Komanditer (CV),Sulawesi Tenggara,1281000210234,72044596*******,,,"DESA MATA WAWATU, RT 000, RW 000",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. KONAWE SELATAN,7.00,,,,,,,,,
CAHAYA CEMERLANG,Perusahaan Komanditer (CV),Sulawesi Tenggara,9120108172541,,082187532345,cahayacemerlang19@gmail.com,DESA MATANGGONAWE RT. 002 RW. 002 KEC. SAWA KAB. KONAWE UTARA,1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE UTARA,38.41,,,,,,,,,
CAHAYA KARYA PERSADA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120104741028,072940856*******,0216319393,,"JL.SURYOPRANOTO II, KOMPLEK HARMONI PLAZA B NO 42 JAKARTA PUSAT",1,0,1,LEGAL,Batuan Aspal,Batubara,KAB. BUTON,580.00,,,,,,,,,
CAHAYA RIZQI PERDANA,Perusahaan Komanditer (CV),Sulawesi Tenggara,0708230139554,73907894*******,081381743676___,,"JALAN INOWA, Desa/Kelurahan Puunaaha, Kec. Unaaha",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE UTARA,48.32,,,,,,,,,
CAHAYA SULTRA INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120401202086,75128861*******,085273581928___,,"KAWASAN INDUSTRI VIRTU DRAGON NOMOR	111, Desa/Kelurahan Morosi",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. KONAWE SELATAN,162.34,,,,,,,,,
CATUR BINTANG SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1011220493213,61677921*******,0811403073_____,,"CITRALAND CLUSTER BLUE STONE NO. H-01/18, Desa/Kelurahan
Andonohu, Kec. Poasia, Kota Kendari, Provinsi Sulawesi Tenggara",1,0,1,LEGAL,Pasir Kuarsa,Mineral Bukan Logam Jenis Tertentu,KAB. BOMBANA,199.11,,,,,,,,,
CITRA KHUSUMA SULTRA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,8120210250143,002605549*******,081274000666,cksmorut@gmail.xom,JL. MALAKA RUKO SPAZIA CITRALAND KENDARI BLOK K NO. 12,1,0,1,LEGAL,Batu Gamping,,KAB. KONAWE SELATAN,122.00,,,,,,,,,
DIAMOND ALFA PROPERTINDO,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120004731772,073469681*******,040134119230853,pt_dap@gmail.com,"Jl. Gunung Melihu, Perumahan Diamond Alfa Blok A No. 1 Kel. Tobuuha Kec. Puuwatu Kota Kendari Provinsi Sulawesi Tenggara",1,0,1,LEGAL,Kalsit,Mineral Bukan Logam,KAB. BUTON TENGAH,4331.95,,,,,,,,,
EVI ANDRIANI SYAM,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,2104250010368,100000000*******,085241914424___,,"Jalan Poros Kolaka-Pomalaa, Kec Baula",1,0,1,LEGAL,Peridotit,Batuan,KAB. KOLAKA,23.83,,,,,,,,,
